,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
0,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,4.0,Pleasant 10 min walk along the sea front to the Water Bus. restaurants etc. Hotel was comfortable breakfast was good - quite a variety. Room aircon didn't work very well. Take mosquito repelant!,Good location away from the crouds,Russ (kent)
57,2113 Sapp Brothers Dr,"Lodging,Hotels,Motels",Percival,US,40.68973,-95.788826,Americas Best Value Inn,51648,IA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
58,2860 Grand Ave,"Hotels,Restaurants",Los Olivos,US,34.664684,-120.115036,Intermezzo,93441,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
59,142 Park Place Us 181 Business At Park Pl,Hotels,Kenedy,US,28.793795,-97.849655,Studio 6,78119,TX,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
60,435 E Avenida Olancha,"Hotels,Hotel",Palm Springs,US,33.802822,-116.54269,Little Paradise Hotel,92264,CA,5.0,"We had a wonderful, relaxing time. The staff were completely attentive and accommodating. We had a corner king room with a kitchen, two patios and a deluxe bathroom. You had to drive into town but they said that Uber is available if you need it. This was our first visit to Palm Springs and hopefully not our last! It really... More",Hospitality at its Best!,Flo H
81,1055 E Mcnee Road Of Main St,"Corporate Lodging,Hotel & Motel Reservations,Hotels,Accommodations & Lodging,Lodging,Motels,Hotel",Houston,US,29.681085,-95.402996,Comfort Suites,77054,TX,4.0,"If you are being treated at any Texas Medical Center facility this is a good place to stay. Very clean, decent breakfast, and shuttle. The only negative is that the shuttle doesn't run in the middle of the day making it inconvenient to return to the hotel following an appointment. We have had to take a taxi a few times.... More",Home away from home,BucketBound
96,15249 N 59th Ave,Hotels,Glendale,US,33.620773,-112.185661,Thunderbird Executive Inn and Conference Center,85306,AZ,3.0,"This is the old address for Thunderbird. The new one is:Thunderbird School of Global Management1 Global PlaceGlendale, AZ 85306-6000 USASee their website:http://www.thunderbird.edu/about_thunderbird/contact_us.htm",Old Address For Thunderbird,az_gal
97,316 N Main St,"Motels,Hotels,Restaurants,Bed & Breakfast & Inns",Neihart,US,46.933598,-110.735886,Little Belt Inn Neihart,59465,MT,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
99,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,3.0,"The room was fine and the mattress was very comfortable. Unfortunately, I arrived while the front entrance was under-construction. There was not sufficient signage to find out how to enter the building. I would have left, had I not already had a reservation through Hotels.com.",Nice rooms!,Carole
184,864,Hotels,Binghamton,US,42.130338,-75.905832,Fairfield Inn By Marriott Binghamton,13905,Choconut Center,4.0,Came to Binghamton to visit with a relative. Fairfield Inn is a convenient location. Nearby is Ostinango Park which is great for walking or running.,,Michael
247,1932 Lima Sandusky Rd,"Lodging,Corporate Lodging,Hotels",Sandusky,US,41.44144,-82.79705,Howard Johnson,44870,Bloomingville,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
248,5820 Walden Rd,"Lodging,Motels,Hotels,Meeting & Event Planning Services",Beaumont,US,30.03867,-94.15933,La Quinta,77707,TX,1.0,"This hotel is a dump! Upon checking in was told that the place was booked with folks who are running from Isaac -- the folks are depressed, sad and crying -- we got a room with no problem as a matter of fact the parking lot and inside hotel were rather empty despite the fact that the place was booked -- the room reaked -- air conditioning unit blew out luke warm air despite having control turned to high cool -- linens and bath towels were rough and ...view morewell worn. The corridors reaked of curry/incense and it was obvious other air freshners were used to mask the obvious odors. Not opposed to other cultures but if you are going to have that sort of thing waifing through the hotel you should advertise such. My expectations are a clean room with no visible signs of anything else... would NOT recommend this place... BTW the free breakfast was nothing more than day old bakery goods with what was suppose to be biscuits and gravy... the folks running from Isaac would have been better off to weather the storm! Use this place only as a very last resort!view less",This hotel is a dump! Upon ch...,margierodriguez.mcqueen
249,2700 S Country Club Rd,Hotels,El Reno,US,35.50517,-97.97284,Days Inn El Reno Ok,73036,OK,3.0,"Room looked to be in disrepair, bathroom door didn't shut without force. The hostess was very unprofessional with her stars and bar finger nails.","Hotels not bad, but not for an extended stay.",Stephen
280,23525 N E Halsey St,"Hotels,Lodging",Troutdale,US,45.53678,-122.42104,Gresham Area Hotels,97060,OR,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
281,1118 Government St,"Bed & Breakfasts,Hotels,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,30.684177,-88.062045,Berney Fly Bed and Breakfast,36604,AL,5.0,"We stayed in the poolside room for one night and loved being in the backyard by the pool. The grounds are beautifully landscaped with trees and vines and flowers inside a privacy fence. It was a comfortable and very safe feeling for two ladies traveling alone. The shower was brand new, and our room was extremely clean. Our host was... More",Comfortable and safe,terrir154
318,2131 Kalakaua Ave,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",Honolulu,US,21.281574,-157.830789,Polynesian Plaza,96815,Hono,3.0,"When we had booked this hotel we had emailed in advanced asking if we could store out luggage while we went camping, they seemed to have no problem with this, until we arrived. When we asked where we would keep our bags the lady insisted we must have been confused even after we had shown her the email stating we... More",Average,Jerliebeanz
339,Ostseeallee 10 12,"Gastronomic specialties,Meat,Foods, precooked and gourmet,Hotel,Meat, preserved,Hotels",Harleigh,US,54.1533,11.75432,Hotel Vier Jahreszeiten KÜhlungsborn,18225,PA,5.0,"Schnes,grosses Zimmer. Sehr sauber und super Frhstck. W-LAN leider nur fr 1 Gert inklusive",Sch��ner Kurzurlaub,A Traveler
390,Po Box 1327,"Hotels,Hotel,Restaurants",Saranac Lake,US,44.304794,-74.336525,The Point,12983,Lake Colby,5.0,I have written about The Point previously but wanted to validate another fantastic time here. We celebrated our 20th anniversary at The Point this past week. GM Cameron Karger and team outdid themselves again and again and again. We will be back again and again and again.,Yet Another Amazing Experience,Airedales2
402,111 N Post Oak Ln,Hotels,Houston,US,29.768461,-95.459631,The Houstonian Hotel,77024,Bunker Hill Village,5.0,"The only place i'll stay in Houston. Fantastic service, incredibly friendly staff, great food and the best fitness options in the entire city. The rooms are a bit small and bathrooms are not luxurious by today's standards, but they are more than adequate and everything else about the place more than makes up for any shortcomings in that department.",Why go anywhere else?,A Traveler
468,375 Main St,"Hotels,Hotel",Waterville,US,44.57059,-69.64012,Best Western Plus Waterville Grand Hotel,4901,ME,4.0,"I asked for a nonsmoking room and was pleased with the fact that it didn't seem like other people were smoking, so that's good. You get a 7 breakfast credit for the restaurant which was cool, although I think I prefer traditional continental breakfasts that are buffet style. The wifi was fast, so that was good. I didn't use the pool/hot tub/gym BUT it looked clean and ready to use. The staff was very friendly and helpful.",Better than I expected,Danielle
803,2790 Blue Star Hwy,"Bed & Breakfast & Inns,Lodging,Hotels",Fennville,US,42.621235,-86.21178,The Amble Inn,49408,MI,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
804,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914,Howard Johnson Inn Columbia,65201,Elkhurst,4.0,"Stay here alot, kids go to school in Columbia and this hotel has become my home away from home.",great hotel w a great price,Melissa Lee
885,4616 Osage Beach Pkwy,"Motels,Lodging,Hotels,Bed & Breakfast & Inns",Osage Beach,US,38.14468,-92.629776,Osage Village Inn,65065,MO,5.0,The motel was clean and comfortable bed and a good location. People were courteous had a nice breakfast complementary.,,Jerry B.
902,5719 Fairfield Rd,Hotels,Columbia,US,34.06241,-81.02341,Super 8 Columbia Dwntwn Sc,29203-3305,SC,2.0,"The hotel itself was not the best, the owners were friendly.",It's too far out,myia
924,Corner Rt 9 Route 35,"Bed & Breakfast & Inns,Hotels,Lodging",Kennebunkport,US,43.36319,-70.47717,The Kingsport Inn,4046,ME,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
925,Carretera Cancun,Hotels,Mont Belvieu,US,20.90572,-86.84786,Azul Beach Hotel By Karisma Gourmet Inclusive,77580,TX,5.0,"The Hotel was perfect and the food was excellent, close to the beach, 5 kind of restaurant, the Hotel staff is very friendly,",,
941,309 S Meridian Ave,"Hotels,Motels,Lodging",Oklahoma City,US,35.463253,-97.60122,Red Roof Inn,73108,OK,1.0,"We made our reservations a month in advance, my wife called on the day we are suppose to check in, gets the run around of whether or not they will have a room or not! Who runs a business like this When they found a room we were given a couple cards, neither of which opened the door. Overall, you have no feeling of security, even if you are parked next to your room i was constantly checking outside on my vehicle.",Horrendous,Burton B.
943,3811 N Ocean Blvd,"Lodging,Motels,Hotels",Fort Lauderdale,US,26.174261,-80.09953,Ocean Breeze Motel Apts,33308,Lauderdale By The Sea,4.0,"I am the disabled victim of a drunk driver. For 5 years now, I have been on very heavy doses of narcotic pain medication, and will be for life. It is very dangerous living alone, and I won't tolerate another human living with me. So, I have a specially trained dog trained as an alert dog to watch me and make my life safe to live. Last month, we (my dog, Dana and I) went to Ft Lauderdale, and we stayed at the Ocean breeze motel. We had a wonderful stay. The motel doesn't allow regular p...view moreets, which is one of the reasons we chose it. Less to possibly distract Dana. Beyond that, the rates were low enough for a lower income (the drunk was uninsured) disabled man and his K9 assistant. The owners treated us wonderfully, as they treat their property. What a great place to spend a week in paradise. After the grueling Chicago winter we have suffered (08-09), this motel felt like our home away from home, and we would definitely choose them if we ever would go to Ft Lauderdale again. Shaun Adams and Dana the Doberman service dog Chicago, Ilview less",great week,shaunanddana
945,2316 Shepherd,Hotels,Branson,US,36.65133,-93.26739,Days Inn Branson / Near The Strip,65616,Bull Creek Village,3.0,"Hotel was off the strip, but close to a shortcut to downtown -made it easier to avoid some of the traffic. When I was checking in, lady had a meeting or something to get to, so I felt like I was inconveniencing her. Her replacement was ok, not really friendly, but not rude. Staff was better the next day.",good location - lackluster customer service,Denelle
1002,525 Main Ave N,"Hotel,Lodging,Motels,Hotels",Harmony,US,43.56077,-92.010704,Country Lodge Motel,55939,MN,3.0,"We stayed here for Luther Family weekend in September. We could not get a hotel in Decorah Iowa and this was the next closest place. It is a small hotel with a small parking lot. Friday night when we checked in we were greeted and given our key, and it is literally a key not the credit card looking keys... More",Luther Family Weekend,WisconsinTravelnut
1012,99 Saint Botolph St,"Hotel and Bed Breakfast Prudential - St. Botolph,Hotels",Boston,US,,,The Inn @ St. Botolph,2116,MA,,"a boutique hotel in the converted 19th-century brownstone. it's near some of boston's most prime shopping spots, and therefore is popular with tourists who aren't going to do the freedom trail. read more",,Curbed
1038,12439 Northwest Fwy,"Hotel & Motel Reservations,Hotels,Hotels & Motels,Motels",Houston,US,29.836717,-95.488039,Quality Inn,77092,TX,,What Happened to this Place!!!! I come this hotel 8-12 times a year and know it well. They did major updates to a property that looked good already. The place feels super-clean and fresh. The front desk staff is always friendly. I really enjoy staying here.,,Houstontraveler
1040,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2.0,We got there and our room wasn't ready for us yet. We were switched to another room and upon inspection of that room we found hair and stains all over the bed. We were then switched to another room that was set for someone with handicap accessibility which is fine but after inquiring about our original room we find out that that room has now been given to someone else. After all the inconvenience there're was no compensation what so ever. Would not give his a recommendation for anyone.,Not happy!!,A Traveler
1101,1105 Sawmill Rd,"Banquet Halls & Reception Facilities,Meeting & Event Planning Services,Hotels",Laurel,US,31.693611,-89.13289,Ramada,39440,Calhoun,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
1102,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,5.0,Relaxing. Nice and peaceful.,Time to relax.,James
1206,Europark Fichtenhain A1,Hotels,Terre Haute,US,51.295746,6.557915,Tryp Dusseldorf Krefeld Hotel,47807,IN,4.0,"My experience was good, however, we had booked 4 non-smoking rooms and one of my colleagues was given a smoking room which was very unpleasant. He was not able to get a decent sleep because of the terrible smoke smell in the room. I am sure he would have rated it much lower than I.",Handy to west side of Dusseldorf,A Traveler
1263,206 N Coast Hwy,"Hotels,Lodging,Motels",Newport,US,44.63752,-124.0607,Rodeway Inn,97365,OR,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
1264,8 E 12th St,"Bed & Breakfasts,Hotels & Motels,Hotel",Holland,US,42.78621,-86.106875,Centennial Bed and Breakfast,49423,MI,3.0,"As everyone else has mentioned, you can walk downtown. Nice historic home and overall friendly owners. What we did not like was being told that we could not eat nor drink in our room due to new carpet installation. It would have been nice to know that prior to the reservation, as we do enjoy things like snacks and wine... More","Awesome Location, Some Changes Recommended",BeachGirl42808
1273,720 E Harbor St,"Hotel,Hotels",Oscoda,US,44.407978,-83.32794,Americinn Lodge Suites Oscoda - Ausable River,48750,MI,5.0,The entire staff made you feel as if you part of their family all friendly and extremely helpful ! The pool area was clean and warm. They let us us the special room so we could play our card games and even brought us warm cookies,Making awesome memories,jacquelinea637
1289,760 Langhorne Newtown Rd,"Party & Event Planners,Restaurants,Hotels,Wedding Reception Locations & Services",Langhorne,US,40.189476,-74.92503,Bridgetown Mill House Restaurant Inn,19047,Upper Holland,5.0,"Had an excellent stay!!! The rooms are lovely, clean, dark for sleeping. Central air with a gas fireplace in case you get cool. Very attentive and kind helpful staff. I will be back on my next trip. I HIGHLY recommend this place to everyone. It's also a perfect romantic get away. The larger rooms have canopy beds and living space.... More",Certified Tranformational Coach Practitioner and Reiki Practitioner,Drotenberg
1300,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,5.0,Brilliant! You must stay here!cant praise hotel and staff enough.,Superb,galeyboy
1367,729 E Centre St,"Bed & Breakfast & Inns,Hotels,Lodging",Mahanoy City,US,40.814148,-76.13433,Kaier Mansion,17948,Boston Run,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
1368,18980 Upper Belmont Pl,"Conference & Convention Centers,Wholesale Copiers,Conventions,Hotels & Motels,Lodging,Meeting Room,Resorts,Convention Center,Resort",Leesburg,US,39.094056,-77.485577,The National Conference Center,20176,VA,1.0,"This facility is absolutely disgusting. The health department should be sent out for random checks of the food facilities if they aren't already. The place smells - shower curtains are torn, mold in many areas - the worst of course being the showers. It needs to be shut down and gutted. Absolutely a disaster.",Disgusting,sstowe1234
1417,1112 Highway 321 N,"Banquet Rooms,Reception Centers,Lodging,Hotels & Motels,Beach Hotels,Budget Hotels,Business Hotels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Wedding Sites",Lenoir City,US,35.82745,-84.27773,Holiday Inn Express & Suites Lenoir City (knoxville Area),37771,TN,4.0,Always stay here for our first night before a cabin in the Smoky Mountains. This time the room was just so so. Needs new mattresses and comforters. They were both a little worn. Not enough towels in bathroom and had to ask for more. The breakfast was wonderful and we still had a good quiet rest. Will stay here in... More,fourth stay in five years,spendingtime2gether
1452,595 Vail Valley Dr,"Resorts,Places Of Interest,Tourist Information & Attractions,Lodging,Camps-Recreational,Wedding Reception Locations & Services,Meeting & Event Planning Services,Conference Centers,Condominium Management,Hotels,Vacation Homes Rentals & Sales",Vail,US,39.6387,-106.368201,Manor Vail Lodge,81657,West Vail,,"$10 parking for Tuesday Hot Summer Nights at Manor Vail, gets a $10 cert for apps at their bar.",,Ryan
1457,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,1.0,"The people who run this hotel seem honest. The value is lower than what is expected for the price for the room. My reservations made in February of this year was for a non-smoking, two bed, fridge and microwave room. I got the Non-Smoking, two beds part but microwave and fridge...No. Light did not work over the sink. Shower curtain did not hang correctly because the shower pole wasn't fastened to the wall. Towels and wash cloths were very rough and thin. You can see the outside through the bottom of the door to your room. Nothing continental about the breakfast. Who serves only flavored coffee Oh management says their going to upgrade accommodations. Uh-huh... For anyone reading this feedback, I would suggest this hotel be your absolute last ditched try to get a room.",Stay here if you have too.,Charles
1488,800 11th St,"Hotels,Lodging,Motels,Restaurants",Golden,US,39.75622,-105.22211,"The Golden Hotel, An Ascend Hotel Collection Member",80401,CO,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
1489,1800 Presidents Saint A,"Restaurants,Banquet Rooms,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Lodging,Catering,Tourist Hotels",Reston,US,38.958709,-77.355574,Hyatt Regency Reston,20190,VA,,"Upscale hotel's comfortable rooms and modern business facilities appeal to both business and leisure travelers. In ShortSoon after the first Hyatt hotel opened in Los Angeles in 1957, Hyatt hotels and resorts became known for their dramatic atrium lobbies and their ability to express local flavor. Rooms feature beds with Sealy brand mattresses and down comforters, flat-screen TVs with cable access, wireless Internet, iPod-adaptable alarm clock/radios, Starbucks coffee and Portico bath products. Travelers enjoy the convenience of hotel and airline check-in kiosks, fitness facilities, multiple business centers and ample meeting spaces.",,Contributor
1490,5747 W Glendale Ave,"Hotels,Wedding Reception Locations & Services,Wedding Chapels & Ceremonies,Meeting & Event Planning Services,Banquet Halls & Reception Facilities,Restaurants,Lodging",Glendale,US,33.538586,-112.182594,Glendale Gaslight Inn,85301,AZ,3.0,"This is a nice place for a relaxing evening out with friends. The owners seem pretty nice, too. I've been there a few times including last night. Recommend.",Nice Nice,NellyGolan
1492,2000 Holiday Dr,Hotels & Motels,Hope,US,33.683724,-93.611822,Super 8,71801,AR,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
1494,6717 Plymouth Rd,"Hotels & Motels,Budget Hotels",Stockton,US,38.00622,-121.350807,Motel 6,95207,CA,,"The familiar sign promises economy, consistency and no surprises. In ShortSince 1962, travelers have enjoyed budget-friendly prices at Motel 6. The national chain (more than 800 locations in the U.S.) accommodates traveling families, as kids stay for free and complimentary coffee is available every morning. The rooms are simple--a TV on the dresser (free HBO and ESPN), data port for computer users and a basic bathroom--but at these prices, who needs a whirlpool",,Contributor
1495,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,5.0,"Our stay was short. Basically we just spent the night there. The room was clean, the sheets were clean and the lobby was bright open and inviting. They have a small pool and hot tub which we didn't use and a decent free breakfast in the morning. All in all, this is a fine place to stay if you are just looking for something no frills.",Great standard room,Greg
1575,611 State Route 20,"Hotels,Hotel,Lodging,Bed & Breakfast & Inns,Motels",Winthrop,US,48.470364,-120.17681,Mt Gardner Inn,98862,WA,5.0,I need to be clear - I have never stayed at this hotel. I booked it in error as part of a trip around New England and Canada. I was searching for something in Winthrop Massachussetts and somehow ended up booking a hotel in Winthrop Washington - entirely my mistake. Contractually I would have been obliged to pay 50 of... More,Excellent service - thank you!,Lesley D
1606,Piazza Antinori 1,Hotels,Humeston,US,43.772349,11.251337,Hotel De La Ville,50123,IA,5.0,This is our second stay at this hotel. We would highly recommend this hotel to anybody that enjoys old style luxury and central location.,,Radmil
1668,309 Highway Z,Hotels,St. Robert,US,37.8228,-92.14079,Econo Lodge St Robert,65584-4649,MO,1.0,Good if you want a night sleep and not plan on being in room...,,shannon
1690,930 Normandy St,"Resorts & Vacation Cottages,Hotels,Accommodations & Lodging,Inns,Vacation Packages",Houston,US,29.773048,-95.206568,La Quinta Inn-houston,77015,Greens Bayou,,the spa is very enjoyable. fyi the pool area isn't locked. so just keep it down and can enjoy it after ten.,,Hans Dittfurth
1701,56 Madera Blvd,Hotels & Motels,Corte Madera,US,37.929938,-122.517879,Best Western Plus,94925,CA,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",,Contributor
1702,225 6th St S E,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Travel,Apartment Hotels,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Auburn,US,47.302352,-122.22717,La Quinta Inn & Suites Auburn,98002,WA,3.0,"This was my first stay at this particular LQ. I have stayed in numerous other LQ locations in the past, so I know what to expect. The property itself, which includes the exterior, interior, and room quality was through the room. The building is well kept, and the room was extremely clean and welcoming. However, I will say that the... More","Great property, less than satisfactory STAFF",nolantee
1750,926 J St,"Hotels,Hotel",Sacramento,US,38.5802767,-121.4938057,"The Citizen Hotel, Autograph Collection",95814,CA,5.0,Amazing! Old Hollywood Glamour right in Downtown Sacramento! The cocktail reception in Scandal was a real treat!,,Tanoa
1798,400 S Meadow St,"Hotels,Hotels & Motels",Ithaca,US,42.436007,-76.508315,Super 8 Ithaca,14850,NY,5.0,"When I checked it, all was great! But when I went to my room, I was giving a room that was not cleaned, I checked in after 7p.m. I was immediately given another room with an apology. But I had to travel back to the front desk... Also my stay was great, except my room had ants, and my 2 year old is terrified of bugs. Also I am not sure why a fan with a huge extension cord was placed in the hallway... It was there for my 3 day stay (and was on with the AC), had to be careful not to run over the plug, and be mindful of the fan with my 2 year old.",Mixed feelings...,A Traveler
1875,6390 Us Highway 93 S,Hotels,Whitefish,US,48.391121,-114.335838,Big Mountain Lodge,59937,MT,5.0,"Very clean! Decent breakfast. Pleasant staff. Big thirsty towels in bathroom, and even extra towels. Comfy beds. Very quiet. Convenient to Glacier NP. A little hard to find-behind Pizza Hut and Army Surplus Store. Would absolute stay here again!",Pleasant experience,Karen
1915,2920 Clairmont Rd,"Hotels & Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Spa Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Atlanta,US,33.843213,-84.314667,Holiday Inn Express Atlanta Ne - I-85 Clairmont,30329,Briarcliff,,"Mid-range hotel chain with plenty of amenities for business travelers, including free in-room Wi-Fi and a 24-hour business center. In ShortCreated with business travelers in mind, Wingate Inn opened its first location in 1996. The moderately priced hotel offers perks like free wireless and high-speed Internet connections, a 24-hour business center, complimentary continental breakfast, fitness facilities and a whirlpool. Other in-room amenities include coffeemaker, iron and safe separate work area with a large desk two-line speakerphone with conference call and voice mail capabilities. For down time, there are on-demand movies and a lounge chair with ottoman.",,Contributor
1926,7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,39.176128,-76.847257,Springhill Suites Columbia,21046,MD,5.0,"We love to stay at a Marriott whenever we can. I had business in the area and needed a nice clean, safe location close to the main highway. This place did not disappoint! Easy to access, very friendly staff, clean rooms and even cleaner bathroom! Loved the toilet and shower were separate with a sink in both rooms. Mini fridge... More","Great, as usually - only 1 minor detail",SMF2_On-The-Go
2007,2909 E Highway 101,"Hotels,Lodging,Motels",Port Angeles,US,48.10485,-123.37406,Sportsmen Motel,98362,Fairholm,5.0,"My parents came to visit, and we headed to Olympic National Park. We called to reserve a room at the Sportsmen Motel. I am always a little wary of strip-mall type motels, because, in my experience, they usually seem to be seedy/druggy/scary. So, when we got there, we asked to see a room first. I was pleasantly surprised. We stayed the night, and not only was the staff (a mother and daughter) very friendly and accommodating, giving restaurant recommendations (try Blue Flame BBQ a few bu...view moreildings away...oh.my.god.), but the room was cleaner than my house (really clean), the second bed had its own locking bedroom, and there was a full kitchen, with a big fridge, pots and pans, plates, coffee and coffee maker, etc. It was 90, including tax, and I was very impressed. This place rocks!view less","My parents came to visit, and ...",katiegigharbor
2008,2541 Main St,"Bed & Breakfasts,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels,B&bs / Inns",Rangeley,US,44.96541,-70.643174,North Country Inn B & B,4970,Lang Twp,5.0,"We were fortunate to have selected the NCI BB for our three day stay in Rangeley while attending the various functions related to a family wedding up the road at Quimby Pond. While we had been in the area in the past (staying with family) we can NOT say enough about the very clean Inn the delicious breakfasts, prepared... More",Very spectacular convenient location.,ed w
2022,21958 Highway 32,Hotels & Motels,Sainte Genevieve,US,37.967532,-90.057002,Microtel of Ste Genevieve,63670,Clearwater,,"This was the greatest motel. Clean, great staff we will come back. We were here for a 1st cousin reunion. I have a lot of cousins. Close to everyone convenient. Great service.",,MooseMM
2027,1590 Cool Water Ln,Hotels,Barstow,US,34.89095,-117.00283,Days Inn Barstow,92311,CA,2.0,"Needed a place for two nights.for two nights, and while our friends had stayed there before, even they remarked that it was unusual. First reservations for him could not be found. Clerk could not use computer. Clerk could not find my travel number. Room clean enough, but had not enough soap/shampoo for two people. Door to room needed a shoulder... More",Not usual Days inn standards,686erikc
2032,3451 County Road 39,"Hotels,Lodging,Resorts",Bloomingdale,US,40.363297,-80.84962,Unionport Lodge No 333 F A M,43910,OH,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
2033,1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,43.596927,-83.891054,Doubletree By Hilton Hotel Bay City - Riverfront,48708,MI,4.0,"Very nice hotel on the Saginaw River . We had a JR suite which was very nice and big , but the view was of the east side dwntwn and the back of some buildings . You probably can't get a river view w/ hotels.com . I certainly would like go back maybe during the summer time and enjoy the surrounding area and beaches of Lake Huron .",Very enjoyable stay .,Mark
2260,101 Main St,"Hotels,Lodging",Burlington,US,44.47582,-73.21555,Hilton Garden Inn Burlington Downtown,5401,Burl,1.0,"Nice establishment, incredibly horrible service... WILL NEVER stay again as a diamond Hilton member... Front desk no help, restaurant, slow, non-guest appreciative service, bar... Even worst.... Front desk.... really they thought they were above all... Customer first... Not in Vermont....",Worst visit ever,Elias J
2280,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,5.0,"It was a great one night stay. The front desk staff was great, convenient access to food and snacks in the lobby, and the hotel has a nice bar area also.",Great stay in Palm Beach,Henry
2556,119 Grand Dr,"Hotels,Lodging,Motels,Corporate Lodging",Hattiesburg,US,31.329254,-89.34979,Courtyard Hattiesburg,39401,Barrontown,5.0,Great hotel located in a very quiet part of Hattiesburg. Check-in was very fast.Staff was very friendly. Rooms are very nice and large The pool was clean. A/C works very well. We had a wonderful stay.We would stay there again!,Great hotel!!,Eli P
2567,52 Ashworth Ave,"Hotel,Hotels",Hampton,US,42.91046,-70.81342,Janmere Motel,3842,NH,5.0,"Rooms and grounds are really clean, I really like the fact they watch who comes and goes, it makes you feel safe and not worried if people will take your belongings!!! We have been staying there for the past three years and Always have a nice time! Staff are very nice and helpful .P.S. We left toys, towels and clothing... More",Good Motel for Family's and Children,twkissell2
2577,5341 Acorn Ln,"Motels,Hotels,Lodging,travel",Prescott,US,44.180107,-84.032555,Skidway Lake Motel,48756,MI,1.0,"Gross! Nasty! Unclean to faced owners. Take your money elsewhere you can find a place that will clean the room not slightly pick up. Find a place that washes the sheets in soap and bleach, they don't wash the ccomforts ever. The cobwebs were having babies. It was very un sanitary. GO ELSEWHERE Janie and Ed have no business having a business. They are uptight money hungry people. I hope this gets reported to the better business Bureau! Take your money to a better place.",,Aud T.
